DIV_NAME,SCHOOL_YEAR,AvgOfAVG_SOL_SCALE_SCORE,Subject
Nelson County,2013-2014,452.81,English (Writing)
Nelson County,2014-2015,447.77,English (Writing)
Nelson County,2015-2016,468.39,English (Writing)
Nelson County,2011-2012,468.24,History
Nelson County,2012-2013,452,History
Nelson County,2013-2014,469.79,History
Nelson County,2014-2015,463.93,History
Nelson County,2015-2016,457.18,History
Nelson County,2011-2012,430.71,Math
Nelson County,2012-2013,440.32,Math
Nelson County,2013-2014,439.5,Math
Nelson County,2014-2015,439.74,Math
Nelson County,2015-2016,440.42,Math
Nelson County,2011-2012,470.02,Science
Nelson County,2012-2013,443.86,Science
Nelson County,2013-2014,444.46,Science
Nelson County,2014-2015,442.58,Science
Nelson County,2015-2016,439,Science
New Kent County,2011-2012,469.63,English (Reading)
New Kent County,2012-2013,430.93,English (Reading)
New Kent County,2013-2014,429.22,English (Reading)
New Kent County,2014-2015,439.03,English (Reading)
New Kent County,2015-2016,434.15,English (Reading)
New Kent County,2011-2012,458.01,English (Writing)
New Kent County,2012-2013,454.46,English (Writing)
New Kent County,2013-2014,443.25,English (Writing)
New Kent County,2014-2015,442.18,English (Writing)
New Kent County,2015-2016,440.78,English (Writing)
New Kent County,2011-2012,463.82,History
New Kent County,2012-2013,446.04,History
New Kent County,2013-2014,458.71,History
New Kent County,2014-2015,460.67,History
New Kent County,2015-2016,457.68,History
New Kent County,2011-2012,412.12,Math
New Kent County,2012-2013,425.58,Math
New Kent County,2013-2014,426.31,Math
New Kent County,2014-2015,435.15,Math
New Kent County,2015-2016,440.77,Math
New Kent County,2011-2012,457.31,Science
New Kent County,2012-2013,438.4,Science
New Kent County,2013-2014,437.13,Science
New Kent County,2014-2015,434.81,Science
New Kent County,2015-2016,437.64,Science
Newport News City,2011-2012,463.44,English (Reading)
Newport News City,2012-2013,425.27,English (Reading)
Newport News City,2013-2014,430.7,English (Reading)
Newport News City,2014-2015,426.44,English (Reading)
Newport News City,2015-2016,428.56,English (Reading)
Newport News City,2011-2012,453.07,English (Writing)
Newport News City,2012-2013,432.71,English (Writing)
Newport News City,2013-2014,431.19,English (Writing)
Newport News City,2014-2015,426.46,English (Writing)
Newport News City,2015-2016,434.51,English (Writing)
Newport News City,2011-2012,446.23,History
Newport News City,2012-2013,430.3,History
Newport News City,2013-2014,442.9,History
Newport News City,2014-2015,447.66,History
Newport News City,2015-2016,446.14,History
Newport News City,2011-2012,412.53,Math
Newport News City,2012-2013,417.01,Math
Newport News City,2013-2014,421.36,Math
Newport News City,2014-2015,427.76,Math
Newport News City,2015-2016,429.94,Math
Newport News City,2011-2012,442.43,Science
Newport News City,2012-2013,416.18,Science
Newport News City,2013-2014,416.98,Science
Newport News City,2014-2015,425.72,Science
Newport News City,2015-2016,428.41,Science
Norfolk City,2011-2012,467.48,English (Reading)
Norfolk City,2012-2013,426.57,English (Reading)
Norfolk City,2013-2014,426.46,English (Reading)
Norfolk City,2014-2015,427.45,English (Reading)
Norfolk City,2015-2016,427.19,English (Reading)
Norfolk City,2011-2012,457.35,English (Writing)
Norfolk City,2012-2013,439.44,English (Writing)
Norfolk City,2013-2014,432.88,English (Writing)
Norfolk City,2014-2015,433.1,English (Writing)
Norfolk City,2015-2016,433.28,English (Writing)
Norfolk City,2011-2012,445.93,History
Norfolk City,2012-2013,430.45,History
Norfolk City,2013-2014,440.75,History
Norfolk City,2014-2015,447.42,History
Norfolk City,2015-2016,446.68,History
Norfolk City,2011-2012,410.93,Math
Norfolk City,2012-2013,416.9,Math
Norfolk City,2013-2014,427.51,Math
Norfolk City,2014-2015,433.69,Math
Norfolk City,2015-2016,432.11,Math
Norfolk City,2011-2012,449.05,Science
Norfolk City,2012-2013,426.84,Science
Norfolk City,2013-2014,430.38,Science
Norfolk City,2014-2015,434.32,Science
Norfolk City,2015-2016,432.97,Science
Northampton County,2011-2012,477.6,English (Reading)
Northampton County,2012-2013,429.52,English (Reading)
Northampton County,2013-2014,433.08,English (Reading)
Northampton County,2014-2015,432.24,English (Reading)
Northampton County,2015-2016,419.99,English (Reading)
Northampton County,2011-2012,463.04,English (Writing)
Northampton County,2012-2013,448.79,English (Writing)
Northampton County,2013-2014,431.73,English (Writing)
Northampton County,2014-2015,437.02,English (Writing)
Northampton County,2015-2016,412.46,English (Writing)
Northampton County,2011-2012,446.62,History
Northampton County,2012-2013,427.11,History
Northampton County,2013-2014,448.93,History
Northampton County,2014-2015,439.57,History
Northampton County,2015-2016,431.7,History
Northampton County,2011-2012,406.93,Math
Northampton County,2012-2013,410.1,Math
Northampton County,2013-2014,425.57,Math
Northampton County,2014-2015,424.75,Math
Northampton County,2015-2016,421.7,Math
Northampton County,2011-2012,452.81,Science
Northampton County,2012-2013,431.62,Science
Northampton County,2013-2014,429.82,Science
Northampton County,2014-2015,423.75,Science
Northampton County,2015-2016,428.79,Science
Northumberland County,2011-2012,471.58,English (Reading)
Northumberland County,2012-2013,432.72,English (Reading)
Northumberland County,2013-2014,440.23,English (Reading)
Northumberland County,2014-2015,425.13,English (Reading)
Northumberland County,2015-2016,421.69,English (Reading)
Northumberland County,2011-2012,452.52,English (Writing)
Northumberland County,2012-2013,442.4,English (Writing)
Northumberland County,2013-2014,448.78,English (Writing)
Northumberland County,2014-2015,433.19,English (Writing)
Northumberland County,2015-2016,414.79,English (Writing)
Northumberland County,2011-2012,440.69,History
Northumberland County,2012-2013,440.23,History
Northumberland County,2013-2014,443.52,History
Northumberland County,2014-2015,442.87,History
Northumberland County,2015-2016,430.15,History
Northumberland County,2011-2012,422.88,Math
Northumberland County,2012-2013,413.74,Math
Northumberland County,2013-2014,415.11,Math
Northumberland County,2014-2015,422.59,Math
Northumberland County,2015-2016,420.78,Math
Northumberland County,2011-2012,469,Science
Northumberland County,2012-2013,439.38,Science
Northumberland County,2013-2014,442.62,Science
Northumberland County,2014-2015,434.95,Science
Northumberland County,2015-2016,442.62,Science
Norton City,2011-2012,503.96,English (Reading)
Norton City,2012-2013,443.36,English (Reading)
Norton City,2013-2014,440.66,English (Reading)
Norton City,2014-2015,439.73,English (Reading)
Norton City,2015-2016,439.71,English (Reading)
Norton City,2011-2012,486.5,English (Writing)
Norton City,2012-2013,462.47,English (Writing)
Norton City,2013-2014,454.58,English (Writing)
Norton City,2014-2015,450.94,English (Writing)
Norton City,2015-2016,458.75,English (Writing)
Norton City,2011-2012,461.1,History
Norton City,2012-2013,446.32,History
Norton City,2013-2014,465.23,History
Norton City,2014-2015,454.8,History
Norton City,2015-2016,456.44,History
Norton City,2011-2012,409.41,Math
Norton City,2012-2013,424.42,Math
Norton City,2013-2014,439.54,Math
Norton City,2014-2015,432.54,Math
Norton City,2015-2016,448.96,Math
Norton City,2011-2012,459.45,Science
Norton City,2012-2013,433.58,Science
Norton City,2013-2014,457.61,Science
Norton City,2014-2015,452.43,Science
Norton City,2015-2016,447.88,Science
Nottoway County,2011-2012,482.39,English (Reading)
Nottoway County,2012-2013,431.24,English (Reading)
Nottoway County,2013-2014,430.99,English (Reading)
Nottoway County,2014-2015,433.79,English (Reading)
Nottoway County,2015-2016,426.58,English (Reading)
Nottoway County,2011-2012,462.59,English (Writing)
Nottoway County,2012-2013,439.31,English (Writing)
Nottoway County,2013-2014,432.9,English (Writing)
Nottoway County,2014-2015,433,English (Writing)
Nottoway County,2015-2016,428.88,English (Writing)
Nottoway County,2011-2012,451.85,History
Nottoway County,2012-2013,431.75,History
Nottoway County,2013-2014,455.52,History
Nottoway County,2014-2015,448.6,History
Nottoway County,2015-2016,446.38,History
Nottoway County,2011-2012,399.67,Math
Nottoway County,2012-2013,408.57,Math
Nottoway County,2013-2014,424.43,Math
Nottoway County,2014-2015,434.15,Math
Nottoway County,2015-2016,435.13,Math
Nottoway County,2011-2012,445.38,Science
Nottoway County,2012-2013,415.53,Science
Nottoway County,2013-2014,428.08,Science
Nottoway County,2014-2015,434.25,Science
Nottoway County,2015-2016,435.48,Science
Orange County,2011-2012,479.48,English (Reading)
Orange County,2012-2013,424.46,English (Reading)
Orange County,2013-2014,424.42,English (Reading)
Orange County,2014-2015,425.95,English (Reading)
Orange County,2015-2016,430.05,English (Reading)
Orange County,2011-2012,466.13,English (Writing)
Orange County,2012-2013,433.08,English (Writing)
Orange County,2013-2014,425.76,English (Writing)
Orange County,2014-2015,429.19,English (Writing)
Orange County,2015-2016,430.23,English (Writing)
Orange County,2011-2012,456.3,History
Orange County,2012-2013,437.62,History
Orange County,2013-2014,459.19,History
Orange County,2014-2015,456.96,History
Orange County,2015-2016,456.63,History
Orange County,2011-2012,419.97,Math
Orange County,2012-2013,428.71,Math
Orange County,2013-2014,425.85,Math
Orange County,2014-2015,425.24,Math
Orange County,2015-2016,432.33,Math
Orange County,2011-2012,443.39,Science
Orange County,2012-2013,423.53,Science
Orange County,2013-2014,420.2,Science
Orange County,2014-2015,423.97,Science
Orange County,2015-2016,431.41,Science
Page County,2011-2012,474.96,English (Reading)
Page County,2012-2013,426.81,English (Reading)
Page County,2013-2014,421.42,English (Reading)
Page County,2014-2015,422.7,English (Reading)
Page County,2015-2016,429.39,English (Reading)
Page County,2011-2012,460.88,English (Writing)
Page County,2012-2013,444.44,English (Writing)
Page County,2013-2014,425.78,English (Writing)
Page County,2014-2015,426.91,English (Writing)
Page County,2015-2016,432.69,English (Writing)
Page County,2011-2012,461.59,History
Page County,2012-2013,450.25,History
Page County,2013-2014,462.35,History
Page County,2014-2015,468.08,History
Page County,2015-2016,457.08,History
Page County,2011-2012,425.3,Math
Page County,2012-2013,431.8,Math
Page County,2013-2014,429.03,Math
Page County,2014-2015,435.35,Math
Page County,2015-2016,437.38,Math
Page County,2011-2012,446.31,Science
Page County,2012-2013,427.05,Science
Page County,2013-2014,425.43,Science
Page County,2014-2015,429.47,Science
Page County,2015-2016,433.19,Science
Patrick County,2011-2012,491.17,English (Reading)
Patrick County,2012-2013,438.06,English (Reading)
Patrick County,2013-2014,436.06,English (Reading)
Patrick County,2014-2015,430.95,English (Reading)
Patrick County,2015-2016,432.91,English (Reading)
Patrick County,2011-2012,468.17,English (Writing)
Patrick County,2012-2013,445.43,English (Writing)
Patrick County,2013-2014,423.9,English (Writing)
Patrick County,2014-2015,429.82,English (Writing)
Patrick County,2015-2016,426.94,English (Writing)
Patrick County,2011-2012,450.98,History
Patrick County,2012-2013,439.85,History
Patrick County,2013-2014,452.35,History
Patrick County,2014-2015,453.29,History
Patrick County,2015-2016,456.06,History
Patrick County,2011-2012,424.84,Math
Patrick County,2012-2013,426.59,Math
Patrick County,2013-2014,432.41,Math
Patrick County,2014-2015,441.16,Math
Patrick County,2015-2016,439.99,Math
Patrick County,2011-2012,462.52,Science
Patrick County,2012-2013,433.68,Science
Patrick County,2013-2014,430.44,Science
Patrick County,2014-2015,437.13,Science
Patrick County,2015-2016,432.26,Science
Petersburg City,2011-2012,432.76,English (Reading)
Petersburg City,2012-2013,413.45,English (Reading)
Petersburg City,2013-2014,408.6,English (Reading)
Petersburg City,2014-2015,409.88,English (Reading)
Petersburg City,2015-2016,404.91,English (Reading)
Petersburg City,2011-2012,436.95,English (Writing)
Petersburg City,2012-2013,426.63,English (Writing)
Petersburg City,2013-2014,409.8,English (Writing)
Petersburg City,2014-2015,408.97,English (Writing)
Petersburg City,2015-2016,396.09,English (Writing)
Petersburg City,2011-2012,432.22,History
Petersburg City,2012-2013,425.35,History
Petersburg City,2013-2014,422.05,History
Petersburg City,2014-2015,439.32,History
Petersburg City,2015-2016,434.2,History
Petersburg City,2011-2012,400.53,Math
Petersburg City,2012-2013,404.19,Math
Petersburg City,2013-2014,416.35,Math
Petersburg City,2014-2015,409.28,Math
Petersburg City,2015-2016,416.42,Math
Petersburg City,2011-2012,442.12,Science
Petersburg City,2012-2013,422.87,Science
Petersburg City,2013-2014,422.64,Science
Petersburg City,2014-2015,424.2,Science
Petersburg City,2015-2016,416.17,Science
Pittsylvania County,2011-2012,474.02,English (Reading)
Pittsylvania County,2012-2013,429.56,English (Reading)
Pittsylvania County,2013-2014,432.29,English (Reading)
Pittsylvania County,2014-2015,430.21,English (Reading)
Pittsylvania County,2015-2016,432.45,English (Reading)
Pittsylvania County,2011-2012,462.86,English (Writing)
Pittsylvania County,2012-2013,448.93,English (Writing)
Pittsylvania County,2013-2014,441.1,English (Writing)
Pittsylvania County,2014-2015,434.59,English (Writing)
Pittsylvania County,2015-2016,436.97,English (Writing)
Pittsylvania County,2011-2012,458.52,History
Pittsylvania County,2012-2013,438.82,History
Pittsylvania County,2013-2014,454.45,History
Pittsylvania County,2014-2015,457,History
Pittsylvania County,2015-2016,461.8,History
Pittsylvania County,2011-2012,418.19,Math
Pittsylvania County,2012-2013,425.6,Math
Pittsylvania County,2013-2014,423.84,Math
Pittsylvania County,2014-2015,431.92,Math
Pittsylvania County,2015-2016,438.22,Math
Pittsylvania County,2011-2012,454.32,Science
Pittsylvania County,2012-2013,433.42,Science
Pittsylvania County,2013-2014,433.58,Science
Pittsylvania County,2014-2015,437.03,Science
Pittsylvania County,2015-2016,435.5,Science
Poquoson City,2011-2012,511.9,English (Reading)
Poquoson City,2012-2013,446.45,English (Reading)
Poquoson City,2013-2014,451.78,English (Reading)
Poquoson City,2014-2015,451.81,English (Reading)
Poquoson City,2015-2016,448.6,English (Reading)
Poquoson City,2011-2012,495.64,English (Writing)
Poquoson City,2012-2013,462.62,English (Writing)
Poquoson City,2013-2014,459.16,English (Writing)
Poquoson City,2014-2015,457.72,English (Writing)
Poquoson City,2015-2016,456.97,English (Writing)
Poquoson City,2011-2012,464.67,History
Poquoson City,2012-2013,459.93,History
Poquoson City,2013-2014,468.11,History
Poquoson City,2014-2015,469.89,History
Poquoson City,2015-2016,473.33,History
Poquoson City,2011-2012,436.43,Math
Poquoson City,2012-2013,443.75,Math
Poquoson City,2013-2014,439.46,Math
Poquoson City,2014-2015,445.34,Math
Poquoson City,2015-2016,441.81,Math
Poquoson City,2011-2012,472.5,Science
Poquoson City,2012-2013,452.06,Science
Poquoson City,2013-2014,445,Science
Poquoson City,2014-2015,449.94,Science
Poquoson City,2015-2016,447.59,Science
Portsmouth City,2011-2012,453.08,English (Reading)
Portsmouth City,2012-2013,419.22,English (Reading)
Portsmouth City,2013-2014,420.7,English (Reading)
Portsmouth City,2014-2015,421.46,English (Reading)
Portsmouth City,2015-2016,421.03,English (Reading)
Portsmouth City,2011-2012,447.6,English (Writing)
Portsmouth City,2012-2013,436.88,English (Writing)
Portsmouth City,2013-2014,420.19,English (Writing)
Portsmouth City,2014-2015,422.21,English (Writing)
Portsmouth City,2015-2016,422.55,English (Writing)
Portsmouth City,2011-2012,450.06,History
Portsmouth City,2012-2013,434.47,History
Portsmouth City,2013-2014,454.54,History
Portsmouth City,2014-2015,453.19,History
Portsmouth City,2015-2016,451.27,History
Portsmouth City,2011-2012,407.92,Math
Portsmouth City,2012-2013,416.34,Math
Portsmouth City,2013-2014,420.01,Math
Portsmouth City,2014-2015,421.65,Math
Portsmouth City,2015-2016,424.94,Math
Portsmouth City,2011-2012,439.04,Science
Portsmouth City,2012-2013,420.49,Science
Portsmouth City,2013-2014,427.17,Science
Portsmouth City,2014-2015,424.09,Science
Portsmouth City,2015-2016,427.48,Science
Powhatan County,2011-2012,483.89,English (Reading)
Powhatan County,2012-2013,439.54,English (Reading)
Powhatan County,2013-2014,445.95,English (Reading)
Powhatan County,2014-2015,426.81,English (Reading)
Powhatan County,2015-2016,435.27,English (Reading)
Powhatan County,2011-2012,464.69,English (Writing)
Powhatan County,2012-2013,449.88,English (Writing)
Powhatan County,2013-2014,447.7,English (Writing)
Powhatan County,2014-2015,440.31,English (Writing)
Powhatan County,2015-2016,446.24,English (Writing)
Powhatan County,2011-2012,461.38,History
Powhatan County,2012-2013,450.62,History
Powhatan County,2013-2014,460.96,History
Powhatan County,2014-2015,454.73,History
Powhatan County,2015-2016,448.46,History
Powhatan County,2011-2012,414.14,Math
Powhatan County,2012-2013,411.72,Math
Powhatan County,2013-2014,411.96,Math
Powhatan County,2014-2015,416.78,Math
Powhatan County,2015-2016,415.66,Math
Powhatan County,2011-2012,463.54,Science
Powhatan County,2012-2013,435.33,Science
Powhatan County,2013-2014,433.92,Science
Powhatan County,2014-2015,441.31,Science
Powhatan County,2015-2016,444.97,Science
Prince Edward County,2011-2012,466.91,English (Reading)
Prince Edward County,2012-2013,429.57,English (Reading)
Prince Edward County,2013-2014,429.09,English (Reading)
Prince Edward County,2014-2015,435.07,English (Reading)
Prince Edward County,2015-2016,432.32,English (Reading)
Prince Edward County,2011-2012,456.12,English (Writing)
Prince Edward County,2012-2013,432.35,English (Writing)
Prince Edward County,2013-2014,426.61,English (Writing)
Prince Edward County,2014-2015,434.35,English (Writing)
Prince Edward County,2015-2016,434.77,English (Writing)
Prince Edward County,2011-2012,451.17,History
Prince Edward County,2012-2013,435.13,History
Prince Edward County,2013-2014,451.37,History
Prince Edward County,2014-2015,442.87,History
Prince Edward County,2015-2016,446.4,History
Prince Edward County,2011-2012,422.72,Math
Prince Edward County,2012-2013,427.62,Math
Prince Edward County,2013-2014,424.54,Math
Prince Edward County,2014-2015,430.32,Math
Prince Edward County,2015-2016,425.33,Math
Prince Edward County,2011-2012,452.51,Science
Prince Edward County,2012-2013,435.54,Science
Prince Edward County,2013-2014,427.17,Science
Prince Edward County,2014-2015,431.11,Science
Prince Edward County,2015-2016,429.01,Science
Prince George County,2011-2012,475.17,English (Reading)
Prince George County,2012-2013,432.93,English (Reading)
Prince George County,2013-2014,430.63,English (Reading)
Prince George County,2014-2015,427.3,English (Reading)
Prince George County,2015-2016,435.35,English (Reading)
Prince George County,2011-2012,469.08,English (Writing)
Prince George County,2012-2013,446.68,English (Writing)
Prince George County,2013-2014,446.85,English (Writing)
Prince George County,2014-2015,438.48,English (Writing)
Prince George County,2015-2016,438.67,English (Writing)
Prince George County,2011-2012,467.1,History
Prince George County,2012-2013,436.17,History
Prince George County,2013-2014,462.99,History
Prince George County,2014-2015,468.18,History
Prince George County,2015-2016,468.74,History
Prince George County,2011-2012,423.41,Math
Prince George County,2012-2013,417.54,Math
Prince George County,2013-2014,422.69,Math
Prince George County,2014-2015,425.77,Math
Prince George County,2015-2016,428.93,Math
Prince George County,2011-2012,455.33,Science
Prince George County,2012-2013,430.76,Science
Prince George County,2013-2014,428.46,Science
Prince George County,2014-2015,431.08,Science
Prince George County,2015-2016,435.29,Science
Prince William County,2011-2012,473.27,English (Reading)
Prince William County,2012-2013,431.3,English (Reading)
Prince William County,2013-2014,435.04,English (Reading)
Prince William County,2014-2015,432.67,English (Reading)
Prince William County,2015-2016,432.62,English (Reading)
Prince William County,2011-2012,465.72,English (Writing)
Prince William County,2012-2013,448.51,English (Writing)
Prince William County,2013-2014,444.7,English (Writing)
Prince William County,2014-2015,442.95,English (Writing)
Prince William County,2015-2016,445.32,English (Writing)
Prince William County,2011-2012,462.47,History
Prince William County,2012-2013,442.36,History
Prince William County,2013-2014,461.41,History
Prince William County,2014-2015,463.68,History
Prince William County,2015-2016,460.24,History
Prince William County,2011-2012,424.07,Math
Prince William County,2012-2013,430.72,Math
Prince William County,2013-2014,437.83,Math
Prince William County,2014-2015,440.45,Math
Prince William County,2015-2016,437.84,Math
Prince William County,2011-2012,452.34,Science
Prince William County,2012-2013,428.67,Science
Prince William County,2013-2014,429.22,Science
Prince William County,2014-2015,434.38,Science
Prince William County,2015-2016,430.37,Science
Pulaski County,2011-2012,457.32,English (Reading)
Pulaski County,2012-2013,417.58,English (Reading)
Pulaski County,2013-2014,420.47,English (Reading)
Pulaski County,2014-2015,417.37,English (Reading)
Pulaski County,2015-2016,418.19,English (Reading)
Pulaski County,2011-2012,445.15,English (Writing)
Pulaski County,2012-2013,424.03,English (Writing)
Pulaski County,2013-2014,428.68,English (Writing)
Pulaski County,2014-2015,419.32,English (Writing)
Pulaski County,2015-2016,412.78,English (Writing)
Pulaski County,2011-2012,442.86,History
Pulaski County,2012-2013,428.45,History
Pulaski County,2013-2014,450.94,History
Pulaski County,2014-2015,453.68,History
Pulaski County,2015-2016,452.51,History
Pulaski County,2011-2012,405.36,Math
Pulaski County,2012-2013,407.25,Math
Pulaski County,2013-2014,420.59,Math
Pulaski County,2014-2015,434.93,Math
Pulaski County,2015-2016,425.54,Math
Pulaski County,2011-2012,439.54,Science
Pulaski County,2012-2013,419.63,Science
Pulaski County,2013-2014,420.85,Science
Pulaski County,2014-2015,420.49,Science
Pulaski County,2015-2016,423.8,Science
Radford City,2011-2012,507.34,English (Reading)
Radford City,2012-2013,451.19,English (Reading)
Radford City,2013-2014,431.38,English (Reading)
Radford City,2014-2015,427.45,English (Reading)
Radford City,2015-2016,446.51,English (Reading)
Radford City,2011-2012,493.82,English (Writing)
Radford City,2012-2013,469.69,English (Writing)
Radford City,2013-2014,444.27,English (Writing)
Radford City,2014-2015,438.45,English (Writing)
Radford City,2015-2016,448.51,English (Writing)
Radford City,2011-2012,467.09,History
Radford City,2012-2013,432.69,History
Radford City,2013-2014,460.98,History
Radford City,2014-2015,450.83,History
Radford City,2015-2016,455.58,History
Radford City,2011-2012,433.45,Math
Radford City,2012-2013,429.47,Math
Radford City,2013-2014,426.01,Math
Radford City,2014-2015,421.8,Math
Radford City,2015-2016,420.94,Math
Radford City,2011-2012,473.89,Science
Radford City,2012-2013,442.46,Science
Radford City,2013-2014,438.13,Science
Radford City,2014-2015,436.9,Science
Radford City,2015-2016,431.63,Science
Rappahannock County,2011-2012,495.3,English (Reading)
Rappahannock County,2012-2013,450.92,English (Reading)
Rappahannock County,2013-2014,440.89,English (Reading)
Rappahannock County,2014-2015,440.64,English (Reading)
Rappahannock County,2015-2016,445.32,English (Reading)
Rappahannock County,2011-2012,489.7,English (Writing)
Rappahannock County,2012-2013,477,English (Writing)
Rappahannock County,2013-2014,451.46,English (Writing)
Rappahannock County,2014-2015,448.95,English (Writing)
Rappahannock County,2015-2016,463.67,English (Writing)
Rappahannock County,2011-2012,449.47,History
Rappahannock County,2012-2013,445.95,History
Rappahannock County,2013-2014,455.02,History
Rappahannock County,2014-2015,459.3,History
Rappahannock County,2015-2016,446.29,History
Rappahannock County,2011-2012,400.05,Math
Rappahannock County,2012-2013,414.75,Math
Rappahannock County,2013-2014,434.78,Math
Rappahannock County,2014-2015,454.83,Math
Rappahannock County,2015-2016,464.11,Math
Rappahannock County,2011-2012,467.35,Science
Rappahannock County,2012-2013,440.97,Science
Rappahannock County,2013-2014,451.39,Science
Rappahannock County,2014-2015,458.51,Science
Rappahannock County,2015-2016,457.49,Science
Richmond City,2011-2012,469.32,English (Reading)
Richmond City,2012-2013,425.68,English (Reading)
Richmond City,2013-2014,424.49,English (Reading)
Richmond City,2014-2015,421.93,English (Reading)
Richmond City,2015-2016,419.06,English (Reading)
Richmond City,2011-2012,457.37,English (Writing)
Richmond City,2012-2013,426,English (Writing)
Richmond City,2013-2014,419.06,English (Writing)
Richmond City,2014-2015,408.88,English (Writing)
Richmond City,2015-2016,421.02,English (Writing)
Richmond City,2011-2012,439.71,History
Richmond City,2012-2013,423.76,History
Richmond City,2013-2014,435.9,History
Richmond City,2014-2015,434.23,History
Richmond City,2015-2016,432.72,History
Richmond City,2011-2012,407.4,Math
Richmond City,2012-2013,405.5,Math
Richmond City,2013-2014,413.88,Math
Richmond City,2014-2015,419.73,Math
Richmond City,2015-2016,415.05,Math
Richmond City,2011-2012,442.9,Science
Richmond City,2012-2013,421.75,Science
Richmond City,2013-2014,426.18,Science
Richmond City,2014-2015,425.3,Science
Richmond City,2015-2016,421.32,Science
Richmond County,2011-2012,499.44,English (Reading)
Richmond County,2012-2013,431.19,English (Reading)
Richmond County,2013-2014,433.69,English (Reading)
Richmond County,2014-2015,432.82,English (Reading)
Richmond County,2015-2016,433.58,English (Reading)
Richmond County,2011-2012,487.74,English (Writing)
Richmond County,2012-2013,446.5,English (Writing)
Richmond County,2013-2014,445.02,English (Writing)
Richmond County,2014-2015,458.97,English (Writing)
Richmond County,2015-2016,,English (Writing)
Richmond County,2011-2012,462.68,History
Richmond County,2012-2013,450.86,History
Richmond County,2013-2014,464.46,History
Richmond County,2014-2015,458.67,History
Richmond County,2015-2016,452.77,History
Richmond County,2011-2012,431.84,Math
Richmond County,2012-2013,428.39,Math
Richmond County,2013-2014,429.51,Math
Richmond County,2014-2015,430.6,Math
Richmond County,2015-2016,427.79,Math
Richmond County,2011-2012,449.32,Science
Richmond County,2012-2013,429.27,Science
Richmond County,2013-2014,421.19,Science
Richmond County,2014-2015,422.04,Science
Richmond County,2015-2016,430.54,Science
Roanoke City,2011-2012,447.79,English (Reading)
Roanoke City,2012-2013,408.13,English (Reading)
Roanoke City,2013-2014,420.49,English (Reading)
Roanoke City,2014-2015,421.25,English (Reading)
Roanoke City,2015-2016,418.65,English (Reading)
Roanoke City,2011-2012,443.92,English (Writing)
Roanoke City,2012-2013,415.25,English (Writing)
Roanoke City,2013-2014,414.92,English (Writing)
Roanoke City,2014-2015,420.17,English (Writing)
Roanoke City,2015-2016,425.41,English (Writing)
Roanoke City,2011-2012,449.42,History
Roanoke City,2012-2013,428.93,History
Roanoke City,2013-2014,452.99,History
Roanoke City,2014-2015,450.44,History
Roanoke City,2015-2016,448.05,History
Roanoke City,2011-2012,413.34,Math
Roanoke City,2012-2013,420.41,Math
Roanoke City,2013-2014,430.11,Math
Roanoke City,2014-2015,438.97,Math
Roanoke City,2015-2016,437.14,Math
Roanoke City,2011-2012,439.58,Science
Roanoke City,2012-2013,420.07,Science
Roanoke City,2013-2014,426.51,Science
Roanoke City,2014-2015,430.26,Science
Roanoke City,2015-2016,428.47,Science
Roanoke County,2011-2012,489.55,English (Reading)
Roanoke County,2012-2013,439.81,English (Reading)
Roanoke County,2013-2014,438.65,English (Reading)
Roanoke County,2014-2015,438.3,English (Reading)
Roanoke County,2015-2016,436.18,English (Reading)
Roanoke County,2011-2012,477.82,English (Writing)
Roanoke County,2012-2013,441.36,English (Writing)
Roanoke County,2013-2014,449.61,English (Writing)
Roanoke County,2014-2015,441.97,English (Writing)
Roanoke County,2015-2016,446.08,English (Writing)
Roanoke County,2011-2012,471.37,History
Roanoke County,2012-2013,449.63,History
Roanoke County,2013-2014,469.74,History
Roanoke County,2014-2015,466.41,History
Roanoke County,2015-2016,466.77,History
Roanoke County,2011-2012,433.23,Math
Roanoke County,2012-2013,443.64,Math
Roanoke County,2013-2014,448.11,Math
Roanoke County,2014-2015,447.82,Math
Roanoke County,2015-2016,449.77,Math
Roanoke County,2011-2012,464.09,Science
Roanoke County,2012-2013,439.36,Science
Roanoke County,2013-2014,438.5,Science
Roanoke County,2014-2015,441.94,Science
Roanoke County,2015-2016,440.35,Science
Rockbridge County,2011-2012,468.82,English (Reading)
Rockbridge County,2012-2013,417.39,English (Reading)
Rockbridge County,2013-2014,433.12,English (Reading)
Rockbridge County,2014-2015,428.29,English (Reading)
Rockbridge County,2015-2016,450.73,English (Reading)
Rockbridge County,2011-2012,450.72,English (Writing)
Rockbridge County,2012-2013,434.75,English (Writing)
Rockbridge County,2013-2014,447.04,English (Writing)
Rockbridge County,2014-2015,447.01,English (Writing)
Rockbridge County,2015-2016,465.46,English (Writing)
Rockbridge County,2011-2012,457.53,History
Rockbridge County,2012-2013,446.57,History
Rockbridge County,2013-2014,453.22,History
Rockbridge County,2014-2015,449.88,History
Rockbridge County,2015-2016,453.19,History
Rockbridge County,2011-2012,414.43,Math
Rockbridge County,2012-2013,431.88,Math
Rockbridge County,2013-2014,437.76,Math
Rockbridge County,2014-2015,443.34,Math
Rockbridge County,2015-2016,453.72,Math
Rockbridge County,2011-2012,447.31,Science
Rockbridge County,2012-2013,433.02,Science
Rockbridge County,2013-2014,440.44,Science
Rockbridge County,2014-2015,436.29,Science
